time_iso8601,stars_cumulative
2024-03-29 00:00:00+00:00,163
2024-04-08 00:00:00+00:00,164
2024-04-09 00:00:00+00:00,165
2024-04-13 00:00:00+00:00,166
2024-04-25 00:00:00+00:00,167
2024-04-26 00:00:00+00:00,168
2024-04-29 00:00:00+00:00,169
2024-05-02 00:00:00+00:00,170
2024-05-04 00:00:00+00:00,171
2024-05-08 00:00:00+00:00,172
2024-06-14 00:00:00+00:00,174
2024-06-16 00:00:00+00:00,175
