referrer,views_total,views_unique
Google,205,60
github.com,77,28
andreadelprete.github.io,7,6
Bing,7,5
yandex.ru,7,1
confluence.samsungds.net,7,1
scaron.info,6,2
memory-of-motion.github.io,4,2
gitcode.com,4,2
github.imc.re,4,1
