time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-23 00:00:00+00:00,27.0,1.0,28,11
2024-12-24 00:00:00+00:00,2.0,2.0,119,13
2024-12-25 00:00:00+00:00,3.0,3.0,99,20
2024-12-26 00:00:00+00:00,1.0,1.0,34,10
2024-12-27 00:00:00+00:00,1.0,1.0,164,22
2024-12-28 00:00:00+00:00,2.0,2.0,30,11
2024-12-29 00:00:00+00:00,,,12,4
2024-12-30 00:00:00+00:00,,,41,11
2024-12-31 00:00:00+00:00,2.0,2.0,22,12
2025-01-01 00:00:00+00:00,1.0,1.0,10,6
2025-01-02 00:00:00+00:00,1.0,1.0,52,18
2025-01-03 00:00:00+00:00,,,19,7
2025-01-04 00:00:00+00:00,1.0,1.0,24,7
2025-01-05 00:00:00+00:00,1.0,1.0,65,9
2025-01-06 00:00:00+00:00,1.0,1.0,18,3
