referrer,views_total,views_unique
Google,252,38
github.com,208,27
Bing,21,4
andreadelprete.github.io,20,4
yandex.ru,16,4
ggory15.github.io,11,1
pypi.org,4,1
gitee.com,3,3
search.brave.com,3,1
memory-of-motion.github.io,2,2
