time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-11 00:00:00+00:00,1,1,40,9
2024-12-12 00:00:00+00:00,2,2,65,11
2024-12-13 00:00:00+00:00,2,2,37,16
2024-12-14 00:00:00+00:00,1,1,2,2
2024-12-15 00:00:00+00:00,1,1,10,5
2024-12-16 00:00:00+00:00,29,3,127,17
2024-12-17 00:00:00+00:00,2,2,67,12
2024-12-18 00:00:00+00:00,4,4,108,19
2024-12-19 00:00:00+00:00,4,3,168,20
2024-12-20 00:00:00+00:00,7,5,90,7
2024-12-21 00:00:00+00:00,3,3,6,4
2024-12-22 00:00:00+00:00,1,1,34,9
2024-12-23 00:00:00+00:00,28,2,35,14
2024-12-24 00:00:00+00:00,2,2,119,13
2024-12-25 00:00:00+00:00,1,1,5,3
