referrer,views_total,views_unique
Google,173,60
github.com,86,34
andreadelprete.github.io,12,4
pypi.org,7,2
Bing,6,3
ggory15.github.io,5,1
DuckDuckGo,5,1
memory-of-motion.github.io,3,3
cn.bing.com,2,2
gregwar.github.io,2,2
