time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-08 00:00:00+00:00,1,1,3,2
2024-06-09 00:00:00+00:00,1,1,9,5
2024-06-10 00:00:00+00:00,18,7,40,6
2024-06-11 00:00:00+00:00,8,7,240,17
2024-06-12 00:00:00+00:00,7,4,37,13
2024-06-13 00:00:00+00:00,12,7,132,16
2024-06-14 00:00:00+00:00,14,10,90,14
2024-06-15 00:00:00+00:00,1,1,24,11
2024-06-16 00:00:00+00:00,1,1,3,3
2024-06-17 00:00:00+00:00,7,6,80,17
2024-06-18 00:00:00+00:00,14,11,55,12
2024-06-19 00:00:00+00:00,10,10,115,12
2024-06-20 00:00:00+00:00,3,2,143,19
2024-06-21 00:00:00+00:00,2,2,69,15
2024-06-22 00:00:00+00:00,1,1,3,2
