time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-09 00:00:00+00:00,31,8,53,12
2025-06-10 00:00:00+00:00,10,8,206,17
2025-06-11 00:00:00+00:00,8,6,188,16
2025-06-12 00:00:00+00:00,7,6,111,16
2025-06-13 00:00:00+00:00,6,6,77,16
2025-06-14 00:00:00+00:00,1,1,1,1
2025-06-15 00:00:00+00:00,3,3,9,7
2025-06-16 00:00:00+00:00,21,7,57,18
2025-06-17 00:00:00+00:00,6,4,18,12
2025-06-18 00:00:00+00:00,11,7,106,12
2025-06-19 00:00:00+00:00,2,2,55,16
2025-06-20 00:00:00+00:00,3,3,26,15
2025-06-21 00:00:00+00:00,3,3,3,3
2025-06-22 00:00:00+00:00,6,4,6,6
2025-06-23 00:00:00+00:00,3,3,10,9
