time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,7,5,31,14
2025-02-08 00:00:00+00:00,2,2,14,8
2025-02-09 00:00:00+00:00,4,4,10,7
2025-02-10 00:00:00+00:00,35,6,43,11
2025-02-11 00:00:00+00:00,5,2,34,12
2025-02-12 00:00:00+00:00,9,6,62,19
2025-02-13 00:00:00+00:00,12,3,111,16
2025-02-14 00:00:00+00:00,6,6,98,12
2025-02-15 00:00:00+00:00,4,4,75,7
2025-02-16 00:00:00+00:00,3,3,31,7
2025-02-17 00:00:00+00:00,19,7,79,20
2025-02-18 00:00:00+00:00,5,5,119,30
2025-02-19 00:00:00+00:00,11,5,80,24
2025-02-20 00:00:00+00:00,4,4,53,13
2025-02-21 00:00:00+00:00,2,2,11,2
