time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-05 00:00:00+00:00,3.0,3.0,28.0,8.0
2024-11-06 00:00:00+00:00,2.0,1.0,47.0,15.0
2024-11-07 00:00:00+00:00,4.0,3.0,100.0,12.0
2024-11-08 00:00:00+00:00,5.0,5.0,33.0,11.0
2024-11-09 00:00:00+00:00,1.0,1.0,2.0,2.0
2024-11-10 00:00:00+00:00,3.0,3.0,24.0,5.0
2024-11-11 00:00:00+00:00,41.0,11.0,49.0,9.0
2024-11-12 00:00:00+00:00,4.0,3.0,34.0,11.0
2024-11-13 00:00:00+00:00,2.0,2.0,15.0,7.0
2024-11-14 00:00:00+00:00,1.0,1.0,16.0,11.0
2024-11-15 00:00:00+00:00,1.0,1.0,57.0,11.0
2024-11-16 00:00:00+00:00,1.0,1.0,146.0,7.0
2024-11-17 00:00:00+00:00,,,37.0,5.0
2024-11-18 00:00:00+00:00,33.0,6.0,53.0,11.0
2024-11-19 00:00:00+00:00,1.0,1.0,,
