time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-06 00:00:00+00:00,27,2,13,7
2025-01-07 00:00:00+00:00,10,5,68,16
2025-01-08 00:00:00+00:00,6,5,105,14
2025-01-09 00:00:00+00:00,1,1,49,11
2025-01-10 00:00:00+00:00,3,3,69,15
2025-01-11 00:00:00+00:00,1,1,10,6
2025-01-12 00:00:00+00:00,2,2,21,7
2025-01-13 00:00:00+00:00,36,5,73,17
2025-01-14 00:00:00+00:00,4,2,135,17
2025-01-15 00:00:00+00:00,4,4,128,15
2025-01-16 00:00:00+00:00,3,3,105,16
2025-01-17 00:00:00+00:00,2,2,104,19
2025-01-18 00:00:00+00:00,2,2,15,10
2025-01-19 00:00:00+00:00,2,2,49,7
2025-01-20 00:00:00+00:00,1,1,3,3
