time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,4.0,4.0,14,11
2024-06-28 00:00:00+00:00,1.0,1.0,35,15
2024-06-29 00:00:00+00:00,2.0,2.0,19,6
2024-06-30 00:00:00+00:00,2.0,2.0,129,10
2024-07-01 00:00:00+00:00,14.0,3.0,86,13
2024-07-02 00:00:00+00:00,1.0,1.0,98,10
2024-07-03 00:00:00+00:00,4.0,4.0,171,18
2024-07-04 00:00:00+00:00,1.0,1.0,117,18
2024-07-05 00:00:00+00:00,3.0,3.0,120,19
2024-07-06 00:00:00+00:00,,,82,10
2024-07-07 00:00:00+00:00,4.0,3.0,33,8
2024-07-08 00:00:00+00:00,5.0,5.0,80,19
2024-07-09 00:00:00+00:00,3.0,3.0,100,14
2024-07-10 00:00:00+00:00,4.0,3.0,318,17
2024-07-11 00:00:00+00:00,2.0,2.0,111,9
