referrer,views_total,views_unique
Google,413,43
github.com,114,21
yandex.ru,14,4
web.telegram.org,9,3
gitee.com,5,3
Bing,4,2
andreadelprete.github.io,3,3
index.ros.org,3,1
search.brave.com,3,1
dspace.cvut.cz,2,1
