time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,7.0,2.0,53.0,4.0
2024-08-05 00:00:00+00:00,15.0,4.0,97.0,17.0
2024-08-06 00:00:00+00:00,1.0,1.0,19.0,12.0
2024-08-07 00:00:00+00:00,4.0,3.0,54.0,13.0
2024-08-08 00:00:00+00:00,4.0,4.0,16.0,9.0
2024-08-09 00:00:00+00:00,2.0,2.0,42.0,10.0
2024-08-10 00:00:00+00:00,2.0,2.0,33.0,9.0
2024-08-11 00:00:00+00:00,2.0,2.0,26.0,6.0
2024-08-12 00:00:00+00:00,4.0,4.0,244.0,28.0
2024-08-13 00:00:00+00:00,7.0,7.0,73.0,17.0
2024-08-14 00:00:00+00:00,,,96.0,17.0
2024-08-15 00:00:00+00:00,4.0,4.0,143.0,17.0
2024-08-16 00:00:00+00:00,,,72.0,13.0
2024-08-17 00:00:00+00:00,3.0,3.0,105.0,8.0
2024-08-18 00:00:00+00:00,1.0,1.0,,
