referrer,views_total,views_unique
Google,285,41
github.com,180,35
Bing,32,5
andreadelprete.github.io,20,4
ggory15.github.io,11,1
jcarpent.github.io,9,1
memory-of-motion.github.io,4,4
pypi.org,4,1
yandex.ru,3,2
gitee.com,2,2
