time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,1.0,1.0,7,4
2024-10-15 00:00:00+00:00,5.0,4.0,66,19
2024-10-16 00:00:00+00:00,2.0,1.0,61,17
2024-10-17 00:00:00+00:00,3.0,3.0,55,15
2024-10-18 00:00:00+00:00,2.0,2.0,41,15
2024-10-19 00:00:00+00:00,1.0,1.0,11,4
2024-10-20 00:00:00+00:00,1.0,1.0,33,10
2024-10-21 00:00:00+00:00,28.0,2.0,37,17
2024-10-22 00:00:00+00:00,2.0,2.0,21,11
2024-10-23 00:00:00+00:00,1.0,1.0,31,13
2024-10-24 00:00:00+00:00,2.0,2.0,52,20
2024-10-25 00:00:00+00:00,7.0,3.0,55,16
2024-10-26 00:00:00+00:00,1.0,1.0,10,8
2024-10-27 00:00:00+00:00,,,29,7
2024-10-28 00:00:00+00:00,1.0,1.0,6,2
