referrer,views_total,views_unique
Google,309,37
github.com,113,21
yandex.ru,16,4
gitee.com,5,3
web.telegram.org,4,4
Bing,4,2
pypi.org,4,1
andreadelprete.github.io,3,3
search.brave.com,3,1
index.ros.org,3,1
