referrer,views_total,views_unique
Google,260,65
github.com,94,31
DuckDuckGo,7,4
chatgpt.com,7,3
memory-of-motion.github.io,6,4
cn.bing.com,4,3
andreadelprete.github.io,4,2
yandex.ru,4,1
scaron.info,2,2
Bing,2,2
