time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,4.0,4.0,114,12
2024-05-09 00:00:00+00:00,2.0,2.0,43,6
2024-05-10 00:00:00+00:00,5.0,4.0,149,12
2024-05-11 00:00:00+00:00,2.0,2.0,30,6
2024-05-12 00:00:00+00:00,4.0,3.0,23,7
2024-05-13 00:00:00+00:00,32.0,7.0,37,7
2024-05-14 00:00:00+00:00,4.0,4.0,92,15
2024-05-15 00:00:00+00:00,3.0,2.0,437,15
2024-05-16 00:00:00+00:00,9.0,6.0,24,13
2024-05-17 00:00:00+00:00,5.0,4.0,141,15
2024-05-18 00:00:00+00:00,2.0,2.0,5,5
2024-05-19 00:00:00+00:00,,,5,3
2024-05-20 00:00:00+00:00,2.0,2.0,53,12
2024-05-21 00:00:00+00:00,4.0,4.0,23,9
2024-05-22 00:00:00+00:00,2.0,2.0,8,4
