referrer,views_total,views_unique
Google,189,63
github.com,80,30
andreadelprete.github.io,12,4
pypi.org,7,2
Bing,6,3
DuckDuckGo,5,1
ggory15.github.io,5,1
memory-of-motion.github.io,3,3
statics.teams.cdn.office.net,3,1
gregwar.github.io,2,2
