time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,,,24,9
2024-12-14 00:00:00+00:00,1.0,1.0,2,2
2024-12-15 00:00:00+00:00,1.0,1.0,10,5
2024-12-16 00:00:00+00:00,29.0,3.0,127,17
2024-12-17 00:00:00+00:00,2.0,2.0,67,12
2024-12-18 00:00:00+00:00,4.0,4.0,108,19
2024-12-19 00:00:00+00:00,4.0,3.0,168,20
2024-12-20 00:00:00+00:00,7.0,5.0,90,7
2024-12-21 00:00:00+00:00,3.0,3.0,6,4
2024-12-22 00:00:00+00:00,1.0,1.0,34,9
2024-12-23 00:00:00+00:00,28.0,2.0,35,14
2024-12-24 00:00:00+00:00,2.0,2.0,119,13
2024-12-25 00:00:00+00:00,3.0,3.0,99,20
2024-12-26 00:00:00+00:00,1.0,1.0,34,10
2024-12-27 00:00:00+00:00,1.0,1.0,8,4
