time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,14.0,14.0,48,9
2024-06-08 00:00:00+00:00,9.0,9.0,42,3
2024-06-09 00:00:00+00:00,1.0,1.0,9,5
2024-06-10 00:00:00+00:00,18.0,7.0,40,6
2024-06-11 00:00:00+00:00,8.0,7.0,240,17
2024-06-12 00:00:00+00:00,7.0,4.0,37,13
2024-06-13 00:00:00+00:00,12.0,7.0,132,16
2024-06-14 00:00:00+00:00,14.0,10.0,90,14
2024-06-15 00:00:00+00:00,1.0,1.0,24,11
2024-06-16 00:00:00+00:00,1.0,1.0,3,3
2024-06-17 00:00:00+00:00,7.0,6.0,80,17
2024-06-18 00:00:00+00:00,14.0,11.0,55,12
2024-06-19 00:00:00+00:00,10.0,10.0,115,12
2024-06-20 00:00:00+00:00,3.0,2.0,143,19
2024-06-21 00:00:00+00:00,,,35,4
