referrer,views_total,views_unique
Google,290,37
github.com,203,24
andreadelprete.github.io,19,3
yandex.ru,17,5
ggory15.github.io,12,2
Bing,8,4
web.telegram.org,4,4
pypi.org,4,1
gitee.com,3,3
search.brave.com,3,1
