time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-10 00:00:00+00:00,4.0,4.0,174,12
2025-06-11 00:00:00+00:00,8.0,6.0,188,16
2025-06-12 00:00:00+00:00,7.0,6.0,111,16
2025-06-13 00:00:00+00:00,6.0,6.0,77,16
2025-06-14 00:00:00+00:00,1.0,1.0,1,1
2025-06-15 00:00:00+00:00,3.0,3.0,9,7
2025-06-16 00:00:00+00:00,21.0,7.0,57,18
2025-06-17 00:00:00+00:00,6.0,4.0,18,12
2025-06-18 00:00:00+00:00,11.0,7.0,106,12
2025-06-19 00:00:00+00:00,2.0,2.0,55,16
2025-06-20 00:00:00+00:00,3.0,3.0,26,15
2025-06-21 00:00:00+00:00,3.0,3.0,3,3
2025-06-22 00:00:00+00:00,6.0,4.0,6,6
2025-06-23 00:00:00+00:00,26.0,12.0,51,22
2025-06-24 00:00:00+00:00,,,11,3
