time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-25 00:00:00+00:00,2.0,2.0,8,6
2025-01-26 00:00:00+00:00,1.0,1.0,1,1
2025-01-27 00:00:00+00:00,31.0,4.0,58,13
2025-01-28 00:00:00+00:00,4.0,4.0,134,19
2025-01-29 00:00:00+00:00,1.0,1.0,68,17
2025-01-30 00:00:00+00:00,8.0,7.0,71,14
2025-01-31 00:00:00+00:00,2.0,2.0,34,8
2025-02-01 00:00:00+00:00,3.0,3.0,14,5
2025-02-02 00:00:00+00:00,3.0,3.0,28,13
2025-02-03 00:00:00+00:00,37.0,8.0,41,12
2025-02-04 00:00:00+00:00,5.0,4.0,46,12
2025-02-05 00:00:00+00:00,7.0,7.0,107,22
2025-02-06 00:00:00+00:00,12.0,5.0,75,17
2025-02-07 00:00:00+00:00,8.0,6.0,55,19
2025-02-08 00:00:00+00:00,,,1,1
