time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-27 00:00:00+00:00,5,4,4.0,3.0
2024-07-28 00:00:00+00:00,2,2,39.0,8.0
2024-07-29 00:00:00+00:00,14,11,53.0,10.0
2024-07-30 00:00:00+00:00,64,8,73.0,12.0
2024-07-31 00:00:00+00:00,12,11,105.0,17.0
2024-08-01 00:00:00+00:00,15,8,16.0,10.0
2024-08-02 00:00:00+00:00,14,13,23.0,10.0
2024-08-03 00:00:00+00:00,5,4,8.0,6.0
2024-08-04 00:00:00+00:00,4,3,25.0,8.0
2024-08-05 00:00:00+00:00,10,9,16.0,7.0
2024-08-06 00:00:00+00:00,12,8,26.0,9.0
2024-08-07 00:00:00+00:00,85,6,44.0,8.0
2024-08-08 00:00:00+00:00,13,6,29.0,9.0
2024-08-09 00:00:00+00:00,7,5,14.0,11.0
2024-08-10 00:00:00+00:00,2,2,,
