time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-14 00:00:00+00:00,28,14,24,12
2024-05-15 00:00:00+00:00,44,15,88,9
2024-05-16 00:00:00+00:00,31,15,18,9
2024-05-17 00:00:00+00:00,102,91,23,11
2024-05-18 00:00:00+00:00,4,4,8,4
2024-05-19 00:00:00+00:00,3,3,21,1
2024-05-20 00:00:00+00:00,7,7,19,9
2024-05-21 00:00:00+00:00,114,100,74,14
2024-05-22 00:00:00+00:00,244,132,125,25
2024-05-23 00:00:00+00:00,194,155,31,12
2024-05-24 00:00:00+00:00,146,120,32,13
2024-05-25 00:00:00+00:00,167,35,17,3
2024-05-26 00:00:00+00:00,114,62,68,8
2024-05-27 00:00:00+00:00,61,57,64,14
2024-05-28 00:00:00+00:00,7,6,12,6
