time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-17 00:00:00+00:00,61,40,6.0,3.0
2025-04-18 00:00:00+00:00,59,39,15.0,7.0
2025-04-19 00:00:00+00:00,54,35,22.0,3.0
2025-04-20 00:00:00+00:00,41,25,7.0,2.0
2025-04-21 00:00:00+00:00,42,27,33.0,9.0
2025-04-22 00:00:00+00:00,62,34,31.0,8.0
2025-04-23 00:00:00+00:00,75,34,54.0,13.0
2025-04-24 00:00:00+00:00,173,128,26.0,11.0
2025-04-25 00:00:00+00:00,390,70,39.0,13.0
2025-04-26 00:00:00+00:00,44,29,4.0,4.0
2025-04-27 00:00:00+00:00,43,26,18.0,4.0
2025-04-28 00:00:00+00:00,64,36,39.0,13.0
2025-04-29 00:00:00+00:00,175,61,121.0,8.0
2025-04-30 00:00:00+00:00,58,31,27.0,8.0
2025-05-01 00:00:00+00:00,45,11,,
