time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,8.0,7.0,12,7
2024-08-06 00:00:00+00:00,12.0,8.0,26,9
2024-08-07 00:00:00+00:00,85.0,6.0,44,8
2024-08-08 00:00:00+00:00,13.0,6.0,29,9
2024-08-09 00:00:00+00:00,7.0,5.0,14,11
2024-08-10 00:00:00+00:00,8.0,5.0,3,2
2024-08-11 00:00:00+00:00,6.0,4.0,44,5
2024-08-12 00:00:00+00:00,15.0,11.0,92,17
2024-08-13 00:00:00+00:00,69.0,9.0,30,12
2024-08-14 00:00:00+00:00,235.0,9.0,72,17
2024-08-15 00:00:00+00:00,7.0,5.0,41,14
2024-08-16 00:00:00+00:00,12.0,8.0,27,11
2024-08-17 00:00:00+00:00,5.0,5.0,13,8
2024-08-18 00:00:00+00:00,6.0,5.0,3,3
2024-08-19 00:00:00+00:00,,,2,1
