time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-14 00:00:00+00:00,23,17,23,14
2024-06-15 00:00:00+00:00,9,8,13,2
2024-06-16 00:00:00+00:00,15,14,16,4
2024-06-17 00:00:00+00:00,16,14,32,14
2024-06-18 00:00:00+00:00,226,161,21,12
2024-06-19 00:00:00+00:00,50,41,113,16
2024-06-20 00:00:00+00:00,38,29,63,13
2024-06-21 00:00:00+00:00,71,65,38,18
2024-06-22 00:00:00+00:00,19,16,8,3
2024-06-23 00:00:00+00:00,38,35,7,3
2024-06-24 00:00:00+00:00,30,19,28,10
2024-06-25 00:00:00+00:00,37,21,56,11
2024-06-26 00:00:00+00:00,34,25,32,15
2024-06-27 00:00:00+00:00,49,32,28,10
2024-06-28 00:00:00+00:00,11,9,16,4
