time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-29 00:00:00+00:00,193,66,30,13
2024-05-30 00:00:00+00:00,53,28,22,12
2024-05-31 00:00:00+00:00,42,39,127,14
2024-06-01 00:00:00+00:00,18,7,8,5
2024-06-02 00:00:00+00:00,8,6,19,6
2024-06-03 00:00:00+00:00,24,22,48,12
2024-06-04 00:00:00+00:00,27,19,66,14
2024-06-05 00:00:00+00:00,126,33,25,12
2024-06-06 00:00:00+00:00,49,32,34,6
2024-06-07 00:00:00+00:00,26,16,68,14
2024-06-08 00:00:00+00:00,6,5,6,3
2024-06-09 00:00:00+00:00,112,50,18,10
2024-06-10 00:00:00+00:00,387,173,64,19
2024-06-11 00:00:00+00:00,274,111,110,28
2024-06-12 00:00:00+00:00,6,4,4,2
