time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,5,4,5.0,4.0
2025-01-27 00:00:00+00:00,35,28,54.0,10.0
2025-01-28 00:00:00+00:00,24,22,21.0,7.0
2025-01-29 00:00:00+00:00,32,26,15.0,6.0
2025-01-30 00:00:00+00:00,72,49,4.0,3.0
2025-01-31 00:00:00+00:00,140,70,15.0,9.0
2025-02-01 00:00:00+00:00,157,70,10.0,5.0
2025-02-02 00:00:00+00:00,90,60,14.0,5.0
2025-02-03 00:00:00+00:00,353,91,20.0,6.0
2025-02-04 00:00:00+00:00,95,56,42.0,9.0
2025-02-05 00:00:00+00:00,76,53,36.0,12.0
2025-02-06 00:00:00+00:00,185,119,32.0,10.0
2025-02-07 00:00:00+00:00,140,90,13.0,8.0
2025-02-08 00:00:00+00:00,58,38,11.0,4.0
2025-02-09 00:00:00+00:00,14,13,,
