time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-03 00:00:00+00:00,120.0,33.0,64,10
2024-11-04 00:00:00+00:00,36.0,7.0,26,11
2024-11-05 00:00:00+00:00,74.0,12.0,29,10
2024-11-06 00:00:00+00:00,210.0,21.0,26,10
2024-11-07 00:00:00+00:00,15.0,9.0,11,7
2024-11-08 00:00:00+00:00,7.0,7.0,112,15
2024-11-09 00:00:00+00:00,2.0,2.0,5,3
2024-11-10 00:00:00+00:00,17.0,8.0,1,1
2024-11-11 00:00:00+00:00,14.0,8.0,105,14
2024-11-12 00:00:00+00:00,9.0,5.0,54,13
2024-11-13 00:00:00+00:00,9.0,8.0,41,14
2024-11-14 00:00:00+00:00,99.0,8.0,36,7
2024-11-15 00:00:00+00:00,13.0,7.0,45,14
2024-11-16 00:00:00+00:00,5.0,4.0,13,6
2024-11-17 00:00:00+00:00,,,1,1
