referrer,views_total,views_unique
Google,134,48
github.com,40,19
eigen.tuxfamily.org,21,5
claude.ai,12,1
di.ens.fr,10,1
cn.bing.com,9,1
DuckDuckGo,5,2
Baidu,3,2
search.brave.com,3,1
Bing,2,2
