time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,60,22,29.0,10.0
2024-11-03 00:00:00+00:00,124,35,68.0,11.0
2024-11-04 00:00:00+00:00,36,7,26.0,11.0
2024-11-05 00:00:00+00:00,74,12,29.0,10.0
2024-11-06 00:00:00+00:00,210,21,26.0,10.0
2024-11-07 00:00:00+00:00,15,9,11.0,7.0
2024-11-08 00:00:00+00:00,7,7,112.0,15.0
2024-11-09 00:00:00+00:00,2,2,5.0,3.0
2024-11-10 00:00:00+00:00,17,8,1.0,1.0
2024-11-11 00:00:00+00:00,14,8,105.0,14.0
2024-11-12 00:00:00+00:00,9,5,54.0,13.0
2024-11-13 00:00:00+00:00,9,8,41.0,14.0
2024-11-14 00:00:00+00:00,99,8,36.0,7.0
2024-11-15 00:00:00+00:00,13,7,45.0,14.0
2024-11-16 00:00:00+00:00,1,1,,
