referrer,views_total,views_unique
Google,173,60
github.com,134,27
Bing,51,4
jcarpent.github.io,35,2
pypi.org,31,4
search.brave.com,24,1
index.ros.org,22,6
DuckDuckGo,15,2
simple-robotics.github.io,11,1
githubhelp.com,10,1
