referrer,views_total,views_unique
Google,159,56
github.com,124,18
Bing,74,5
jcarpent.github.io,34,1
search.brave.com,24,1
DuckDuckGo,16,3
index.ros.org,15,3
simple-robotics.github.io,11,1
pypi.org,5,3
cn.bing.com,4,4
