time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,4,2,8,3
2024-12-30 00:00:00+00:00,15,14,21,13
2024-12-31 00:00:00+00:00,3,3,10,6
2025-01-01 00:00:00+00:00,63,4,2,2
2025-01-02 00:00:00+00:00,103,11,17,10
2025-01-03 00:00:00+00:00,169,17,30,9
2025-01-04 00:00:00+00:00,6,6,5,5
2025-01-05 00:00:00+00:00,22,13,12,4
2025-01-06 00:00:00+00:00,13,8,11,8
2025-01-07 00:00:00+00:00,117,22,31,13
2025-01-08 00:00:00+00:00,22,20,13,8
2025-01-09 00:00:00+00:00,201,35,21,11
2025-01-10 00:00:00+00:00,78,15,34,13
2025-01-11 00:00:00+00:00,13,9,19,4
2025-01-12 00:00:00+00:00,2,1,7,2
