time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-25 00:00:00+00:00,68,12,19,9
2024-07-26 00:00:00+00:00,12,11,19,9
2024-07-27 00:00:00+00:00,6,5,12,5
2024-07-28 00:00:00+00:00,2,2,39,8
2024-07-29 00:00:00+00:00,14,11,53,10
2024-07-30 00:00:00+00:00,64,8,73,12
2024-07-31 00:00:00+00:00,12,11,105,17
2024-08-01 00:00:00+00:00,15,8,16,10
2024-08-02 00:00:00+00:00,14,13,23,10
2024-08-03 00:00:00+00:00,5,4,8,6
2024-08-04 00:00:00+00:00,4,3,25,8
2024-08-05 00:00:00+00:00,10,9,16,7
2024-08-06 00:00:00+00:00,12,8,26,9
2024-08-07 00:00:00+00:00,85,6,44,8
2024-08-08 00:00:00+00:00,2,2,1,1
