time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,45,26,17,8
2025-02-19 00:00:00+00:00,142,112,19,7
2025-02-20 00:00:00+00:00,91,44,17,9
2025-02-21 00:00:00+00:00,90,27,41,14
2025-02-22 00:00:00+00:00,31,15,5,3
2025-02-23 00:00:00+00:00,38,21,7,3
2025-02-24 00:00:00+00:00,49,26,20,7
2025-02-25 00:00:00+00:00,94,39,39,10
2025-02-26 00:00:00+00:00,48,20,47,11
2025-02-27 00:00:00+00:00,45,23,33,15
2025-02-28 00:00:00+00:00,36,20,31,10
2025-03-01 00:00:00+00:00,143,22,27,9
2025-03-02 00:00:00+00:00,42,19,7,4
2025-03-03 00:00:00+00:00,137,44,37,13
2025-03-04 00:00:00+00:00,79,16,16,8
