time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,29,15,5,2
2025-03-10 00:00:00+00:00,79,40,13,9
2025-03-11 00:00:00+00:00,63,28,14,7
2025-03-12 00:00:00+00:00,54,30,16,12
2025-03-13 00:00:00+00:00,67,37,44,13
2025-03-14 00:00:00+00:00,60,34,79,18
2025-03-15 00:00:00+00:00,29,14,38,7
2025-03-16 00:00:00+00:00,31,15,13,7
2025-03-17 00:00:00+00:00,92,32,36,15
2025-03-18 00:00:00+00:00,76,30,28,14
2025-03-19 00:00:00+00:00,114,40,20,10
2025-03-20 00:00:00+00:00,85,45,134,17
2025-03-21 00:00:00+00:00,76,32,50,12
2025-03-22 00:00:00+00:00,33,18,15,6
2025-03-23 00:00:00+00:00,5,4,1,1
