referrer,views_total,views_unique
Google,218,52
github.com,71,17
yandex.ru,19,1
cn.bing.com,16,6
Bing,13,6
index.ros.org,7,2
search.brave.com,5,1
eigen.tuxfamily.org,3,3
pypi.org,3,2
grep.app,3,1
