time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-08 00:00:00+00:00,14,13,2.0,2.0
2024-12-09 00:00:00+00:00,14,11,17.0,9.0
2024-12-10 00:00:00+00:00,8,7,53.0,10.0
2024-12-11 00:00:00+00:00,13,9,89.0,16.0
2024-12-12 00:00:00+00:00,11,11,27.0,10.0
2024-12-13 00:00:00+00:00,23,18,17.0,7.0
2024-12-14 00:00:00+00:00,7,5,1.0,1.0
2024-12-15 00:00:00+00:00,9,4,4.0,2.0
2024-12-16 00:00:00+00:00,5,5,12.0,8.0
2024-12-17 00:00:00+00:00,10,8,106.0,22.0
2024-12-18 00:00:00+00:00,7,5,15.0,9.0
2024-12-19 00:00:00+00:00,23,18,22.0,10.0
2024-12-20 00:00:00+00:00,8,6,1.0,1.0
2024-12-21 00:00:00+00:00,6,6,6.0,5.0
2024-12-22 00:00:00+00:00,11,5,,
