time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-31 00:00:00+00:00,6,6,79.0,12.0
2024-08-01 00:00:00+00:00,15,8,16.0,10.0
2024-08-02 00:00:00+00:00,14,13,23.0,10.0
2024-08-03 00:00:00+00:00,5,4,8.0,6.0
2024-08-04 00:00:00+00:00,4,3,25.0,8.0
2024-08-05 00:00:00+00:00,10,9,16.0,7.0
2024-08-06 00:00:00+00:00,12,8,26.0,9.0
2024-08-07 00:00:00+00:00,85,6,44.0,8.0
2024-08-08 00:00:00+00:00,13,6,29.0,9.0
2024-08-09 00:00:00+00:00,7,5,14.0,11.0
2024-08-10 00:00:00+00:00,8,5,3.0,2.0
2024-08-11 00:00:00+00:00,6,4,44.0,5.0
2024-08-12 00:00:00+00:00,15,11,92.0,17.0
2024-08-13 00:00:00+00:00,69,9,30.0,12.0
2024-08-14 00:00:00+00:00,1,1,,
