referrer,views_total,views_unique
Google,231,56
github.com,77,20
yandex.ru,19,1
cn.bing.com,17,7
Bing,12,5
search.brave.com,5,1
eigen.tuxfamily.org,4,4
pypi.org,3,2
link.zhihu.com,3,1
chatgpt.com,2,2
