time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-30 00:00:00+00:00,43,20,13,5
2025-05-01 00:00:00+00:00,214,93,9,5
2025-05-02 00:00:00+00:00,44,26,69,9
2025-05-03 00:00:00+00:00,99,28,34,6
2025-05-04 00:00:00+00:00,80,31,5,4
2025-05-05 00:00:00+00:00,82,41,25,12
2025-05-06 00:00:00+00:00,53,34,28,13
2025-05-07 00:00:00+00:00,59,46,12,6
2025-05-08 00:00:00+00:00,42,38,32,7
2025-05-09 00:00:00+00:00,34,32,75,8
2025-05-10 00:00:00+00:00,22,22,9,6
2025-05-11 00:00:00+00:00,28,26,3,3
2025-05-12 00:00:00+00:00,28,25,19,4
2025-05-13 00:00:00+00:00,50,34,29,13
2025-05-14 00:00:00+00:00,12,8,7,4
