time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-18 00:00:00+00:00,120,46,420,126
2024-10-19 00:00:00+00:00,30,21,383,103
2024-10-20 00:00:00+00:00,13,9,277,104
2024-10-21 00:00:00+00:00,242,57,975,206
2024-10-22 00:00:00+00:00,178,56,986,253
2024-10-23 00:00:00+00:00,113,35,815,262
2024-10-24 00:00:00+00:00,151,56,760,221
2024-10-25 00:00:00+00:00,144,39,640,217
2024-10-26 00:00:00+00:00,5,5,415,97
2024-10-27 00:00:00+00:00,4,4,203,87
2024-10-28 00:00:00+00:00,154,56,756,201
2024-10-29 00:00:00+00:00,83,55,623,193
2024-10-30 00:00:00+00:00,90,55,884,211
2024-10-31 00:00:00+00:00,190,66,1061,206
2024-11-01 00:00:00+00:00,8,6,159,63
