time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-31 00:00:00+00:00,17,13,206,52
2024-09-01 00:00:00+00:00,22,18,548,90
2024-09-02 00:00:00+00:00,60,42,1223,204
2024-09-03 00:00:00+00:00,128,44,1530,249
2024-09-04 00:00:00+00:00,342,69,1194,217
2024-09-05 00:00:00+00:00,116,51,966,227
2024-09-06 00:00:00+00:00,177,55,1050,186
2024-09-07 00:00:00+00:00,37,21,602,79
2024-09-08 00:00:00+00:00,16,13,376,86
2024-09-09 00:00:00+00:00,114,45,1344,199
2024-09-10 00:00:00+00:00,348,60,1402,222
2024-09-11 00:00:00+00:00,232,48,1053,201
2024-09-12 00:00:00+00:00,244,50,984,226
2024-09-13 00:00:00+00:00,246,40,1018,196
2024-09-14 00:00:00+00:00,53,21,163,41
