referrer,views_total,views_unique
Google,5374,964
github.com,1504,241
Bing,258,74
cn.bing.com,245,58
codesign-team.pages.sberrobots.ru,102,1
DuckDuckGo,65,12
pypi.org,58,10
yandex.ru,53,4
leggedrobotics.github.io,31,9
Baidu,29,18
