referrer,views_total,views_unique
Google,4924,1201
github.com,1045,219
Bing,400,109
cn.bing.com,295,85
statics.teams.cdn.office.net,92,5
pal-robotics.com,79,18
chatgpt.com,66,33
link.zhihu.com,65,18
DuckDuckGo,61,18
pypi.org,49,17
