referrer,views_total,views_unique
Google,4143,1062
github.com,828,197
Bing,256,82
cn.bing.com,181,60
link.zhihu.com,124,48
chatgpt.com,100,38
index.ros.org,41,22
Baidu,36,18
DuckDuckGo,36,16
pypi.org,34,16
