time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-27 00:00:00+00:00,220,97,757,206
2025-03-28 00:00:00+00:00,162,95,767,234
2025-03-29 00:00:00+00:00,95,42,430,123
2025-03-30 00:00:00+00:00,46,26,371,104
2025-03-31 00:00:00+00:00,218,133,883,240
2025-04-01 00:00:00+00:00,231,97,1092,250
2025-04-02 00:00:00+00:00,330,149,909,268
2025-04-03 00:00:00+00:00,162,98,1029,262
2025-04-04 00:00:00+00:00,308,137,731,192
2025-04-05 00:00:00+00:00,220,62,477,112
2025-04-06 00:00:00+00:00,94,54,633,138
2025-04-07 00:00:00+00:00,618,162,1364,322
2025-04-08 00:00:00+00:00,424,182,1071,290
2025-04-09 00:00:00+00:00,151,95,909,278
2025-04-10 00:00:00+00:00,37,25,274,81
