referrer,views_total,views_unique
Google,5955,1062
github.com,1505,231
Bing,635,85
cn.bing.com,238,54
yandex.ru,104,7
Baidu,86,28
DuckDuckGo,78,17
com.google.android.gm,62,8
leggedrobotics.github.io,58,13
search.brave.com,58,7
