time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-16 00:00:00+00:00,24,20,780,134
2024-08-17 00:00:00+00:00,33,23,595,96
2024-08-18 00:00:00+00:00,27,19,224,89
2024-08-19 00:00:00+00:00,77,29,1179,196
2024-08-20 00:00:00+00:00,88,43,1583,184
2024-08-21 00:00:00+00:00,69,57,1336,188
2024-08-22 00:00:00+00:00,41,28,1271,181
2024-08-23 00:00:00+00:00,116,52,986,197
2024-08-24 00:00:00+00:00,30,23,656,83
2024-08-25 00:00:00+00:00,73,18,504,89
2024-08-26 00:00:00+00:00,193,47,1144,216
2024-08-27 00:00:00+00:00,250,51,1765,232
2024-08-28 00:00:00+00:00,96,48,1328,233
2024-08-29 00:00:00+00:00,79,41,1183,232
2024-08-30 00:00:00+00:00,36,12,395,62
