referrer,views_total,views_unique
Google,5374,724
github.com,1282,206
Bing,707,71
t.co,386,149
cn.bing.com,126,45
index.ros.org,66,11
Baidu,65,25
leggedrobotics.github.io,54,14
link.zhihu.com,38,21
pypi.org,38,14
