time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-04 00:00:00+00:00,13,10,365,69
2025-01-05 00:00:00+00:00,21,18,412,105
2025-01-06 00:00:00+00:00,284,38,1141,256
2025-01-07 00:00:00+00:00,346,57,960,201
2025-01-08 00:00:00+00:00,142,49,918,216
2025-01-09 00:00:00+00:00,296,74,930,237
2025-01-10 00:00:00+00:00,166,45,862,219
2025-01-11 00:00:00+00:00,18,12,436,112
2025-01-12 00:00:00+00:00,10,9,282,98
2025-01-13 00:00:00+00:00,1044,43,1083,263
2025-01-14 00:00:00+00:00,127,23,1138,234
2025-01-15 00:00:00+00:00,94,35,998,241
2025-01-16 00:00:00+00:00,143,46,784,231
2025-01-17 00:00:00+00:00,57,41,776,208
2025-01-18 00:00:00+00:00,3,3,72,32
