referrer,views_total,views_unique
Google,5477,1057
github.com,1315,218
Bing,250,74
cn.bing.com,201,55
DuckDuckGo,143,15
codesign-team.pages.sberrobots.ru,102,1
yandex.ru,56,5
link.zhihu.com,55,12
leggedrobotics.github.io,49,5
Baidu,40,23
