time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-08 00:00:00+00:00,106,60,1142,151
2024-07-09 00:00:00+00:00,156,51,1331,234
2024-07-10 00:00:00+00:00,128,60,1293,214
2024-07-11 00:00:00+00:00,321,76,1631,236
2024-07-12 00:00:00+00:00,205,81,1087,213
2024-07-13 00:00:00+00:00,55,45,524,101
2024-07-14 00:00:00+00:00,26,23,487,90
2024-07-15 00:00:00+00:00,109,51,1417,234
2024-07-16 00:00:00+00:00,268,74,1327,238
2024-07-17 00:00:00+00:00,266,80,1499,230
2024-07-18 00:00:00+00:00,176,48,1312,241
2024-07-19 00:00:00+00:00,136,53,942,214
2024-07-20 00:00:00+00:00,70,17,647,122
2024-07-21 00:00:00+00:00,25,10,383,83
2024-07-22 00:00:00+00:00,9,8,195,76
