referrer,views_total,views_unique
Google,4145,1134
github.com,698,236
Bing,258,79
cn.bing.com,169,62
chatgpt.com,136,50
link.zhihu.com,94,42
DuckDuckGo,66,20
index.ros.org,62,31
Baidu,51,28
pypi.org,48,13
