referrer,views_total,views_unique
Google,3746,842
github.com,764,170
Bing,267,76
cn.bing.com,219,74
DuckDuckGo,88,27
Baidu,51,24
chatgpt.com,50,26
ecosia.org,50,5
index.ros.org,40,10
pypi.org,39,13
