referrer,views_total,views_unique
Google,6169,812
github.com,1124,198
Bing,351,62
cn.bing.com,103,36
DuckDuckGo,52,16
pypi.org,35,9
oceanhero.today,26,1
Yahoo,25,6
statics.teams.cdn.office.net,25,4
Baidu,24,16
