time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-01 00:00:00+00:00,5,4,217,51
2025-01-02 00:00:00+00:00,164,33,923,196
2025-01-03 00:00:00+00:00,162,28,740,186
2025-01-04 00:00:00+00:00,18,14,557,104
2025-01-05 00:00:00+00:00,21,18,412,105
2025-01-06 00:00:00+00:00,284,38,1141,256
2025-01-07 00:00:00+00:00,346,57,960,201
2025-01-08 00:00:00+00:00,142,49,918,216
2025-01-09 00:00:00+00:00,296,74,930,237
2025-01-10 00:00:00+00:00,166,45,862,219
2025-01-11 00:00:00+00:00,18,12,436,112
2025-01-12 00:00:00+00:00,10,9,282,98
2025-01-13 00:00:00+00:00,1044,43,1083,263
2025-01-14 00:00:00+00:00,127,23,1138,234
2025-01-15 00:00:00+00:00,5,3,162,58
