referrer,views_total,views_unique
Google,5363,1070
github.com,1411,231
Bing,230,67
cn.bing.com,190,46
Baidu,98,25
jcarpent.github.io,89,7
DuckDuckGo,68,17
com.google.android.gm,62,9
chatgpt.com,54,12
pypi.org,50,15
