referrer,views_total,views_unique
Google,3399,919
github.com,700,163
Bing,400,93
cn.bing.com,166,62
DuckDuckGo,94,22
chatgpt.com,66,11
pypi.org,54,10
Baidu,46,22
link.zhihu.com,43,26
gitcode.com,33,8
